event_id,session_id,user_id,event_step,event_time,device_type,browser,traffic_source,product_id,product_category,product_price,order_value,payment_method,location
2151,S_1353,U_541,Product_Page,2025-08-20 05:07:00,Mobile,Firefox,Email,P_162,Sportswear,1819.6,0.0,Credit Card,Chennai
2152,S_1487,U_533,Homepage,2025-10-09 02:27:00,Mobile,Safari,Direct,P_139,Electronics,2364.79,0.0,UPI,Kolkata
2153,S_1979,U_645,Add_to_Cart,2025-10-02 03:37:00,Desktop,Edge,Google,P_140,Electronics,1822.2,0.0,UPI,Delhi
2154,S_1416,U_340,Checkout,2025-06-01 01:17:00,Desktop,Edge,Google,P_223,Beauty,1757.12,2181.27,UPI,Bangalore
2155,S_1948,U_465,Homepage,2025-10-31 23:24:00,Desktop,Firefox,Instagram,P_290,Electronics,3812.32,0.0,COD,Delhi
2156,S_1781,U_689,Homepage,2025-09-21 16:39:00,Desktop,Firefox,Facebook,P_230,Electronics,3813.56,0.0,COD,Mumbai
2157,S_1568,U_356,Homepage,2025-09-13 20:13:00,Mobile,Firefox,Google,P_298,Sportswear,2733.6,7655.72,UPI,Delhi
2158,S_1246,U_159,Product_Page,2025-08-26 22:14:00,Mobile,Chrome,Direct,P_295,Sportswear,3390.8,0.0,COD,Chennai
2159,S_1248,U_701,Product_Page,2025-10-02 23:27:00,Desktop,Chrome,Direct,P_123,Home & Kitchen,2704.82,980.03,Debit Card,Kolkata
2160,S_1470,U_463,Add_to_Cart,2025-07-05 04:49:00,Mobile,Chrome,Instagram,P_299,Sportswear,434.37,0.0,Credit Card,Kolkata
2161,S_1866,U_325,Add_to_Cart,2025-10-24 09:10:00,Desktop,Firefox,Direct,P_110,Home & Kitchen,610.23,5267.85,COD,Hyderabad
2162,S_1696,U_627,Add_to_Cart,2025-07-15 23:57:00,Desktop,Safari,Instagram,P_149,Home & Kitchen,2103.58,0.0,COD,Chennai
2163,S_1278,U_739,Product_Page,2025-08-21 03:36:00,Desktop,Edge,Google,P_153,Electronics,3823.81,0.0,UPI,Mumbai
2164,S_1872,U_785,Checkout,2025-09-22 18:03:00,Desktop,Chrome,Google,P_257,Sportswear,4592.16,0.0,Credit Card,Kolkata
2165,S_1476,U_207,Product_Page,2025-07-01 08:36:00,Desktop,Safari,Google,P_205,Electronics,439.63,0.0,Debit Card,Delhi
2166,S_1553,U_191,Purchase,2025-10-25 20:09:00,Mobile,Firefox,Google,P_243,Sportswear,2029.74,0.0,Debit Card,Bangalore
2167,S_1852,U_156,Add_to_Cart,2025-10-26 02:26:00,Mobile,Chrome,Facebook,P_165,Electronics,1351.78,0.0,Credit Card,Chennai
2168,S_1692,U_549,Homepage,2025-08-08 23:50:00,Tablet,Firefox,Facebook,P_221,Electronics,4131.46,0.0,Debit Card,Kolkata
2169,S_1493,U_668,Add_to_Cart,2025-06-08 23:47:00,Desktop,Safari,Google,P_103,Electronics,4276.05,0.0,Credit Card,Bangalore
2170,S_1991,U_475,Product_Page,2025-10-06 03:36:00,Desktop,Chrome,Direct,P_255,Beauty,1270.12,0.0,UPI,Delhi
2171,S_1693,U_741,Add_to_Cart,2025-09-27 09:53:00,Desktop,Chrome,Instagram,P_290,Electronics,3640.89,0.0,Debit Card,Kolkata
2172,S_1886,U_199,Homepage,2025-08-10 23:06:00,Mobile,Chrome,Email,P_101,Clothing,3739.25,907.81,Debit Card,Mumbai
2173,S_1884,U_399,Homepage,2025-07-09 19:45:00,Desktop,Chrome,Instagram,P_218,Clothing,1132.17,0.0,Credit Card,Chennai
2174,S_1741,U_329,Checkout,2025-06-25 22:31:00,Mobile,Safari,Email,P_102,Clothing,2338.37,8857.84,Debit Card,Bangalore
2175,S_1632,U_181,Homepage,2025-07-24 12:02:00,Mobile,Chrome,Email,P_227,Home & Kitchen,3215.59,0.0,COD,Kolkata
2176,S_1920,U_133,Checkout,2025-10-13 04:39:00,Mobile,Edge,Google,P_190,Electronics,422.51,4429.32,UPI,Chennai
2177,S_1826,U_607,Product_Page,2025-08-05 04:40:00,Mobile,Edge,Email,P_141,Clothing,2201.58,0.0,Debit Card,Kolkata
2178,S_1495,U_669,Add_to_Cart,2025-10-26 21:33:00,Desktop,Firefox,Google,P_100,Home & Kitchen,1028.3,8830.91,Debit Card,Chennai
2179,S_1818,U_427,Add_to_Cart,2025-09-26 10:33:00,Desktop,Chrome,Facebook,P_254,Clothing,2846.91,5703.95,Debit Card,Bangalore
2180,S_1042,U_678,Product_Page,2025-09-25 08:52:00,Desktop,Edge,Direct,P_200,Sportswear,4261.71,6002.97,Credit Card,Mumbai
2181,S_1122,U_307,Product_Page,2025-08-04 00:35:00,Mobile,Edge,Email,P_186,Beauty,2766.34,0.0,UPI,Chennai
2182,S_1253,U_114,Homepage,2025-10-21 14:56:00,Desktop,Edge,Direct,P_192,Electronics,469.12,3352.19,UPI,Mumbai
2183,S_1746,U_758,Homepage,2025-08-06 00:13:00,Desktop,Safari,Google,P_183,Beauty,439.39,0.0,Debit Card,Mumbai
2184,S_1770,U_369,Product_Page,2025-08-20 07:28:00,Tablet,Chrome,Email,P_260,Beauty,3145.86,0.0,Debit Card,Delhi
2185,S_1192,U_414,Add_to_Cart,2025-10-18 15:53:00,Desktop,Safari,Instagram,P_287,Sportswear,1841.51,0.0,Credit Card,Kolkata
2186,S_1945,U_412,Purchase,2025-09-11 08:04:00,Mobile,Safari,Facebook,P_144,Sportswear,2991.53,825.9,UPI,Bangalore
2187,S_1637,U_1,Checkout,2025-09-19 07:07:00,Mobile,Edge,Facebook,P_131,Sportswear,1069.09,0.0,COD,Delhi
2188,S_1339,U_551,Checkout,2025-10-12 23:16:00,Desktop,Edge,Email,P_201,Home & Kitchen,3951.25,0.0,Debit Card,Hyderabad
2189,S_1301,U_63,Checkout,2025-08-21 13:40:00,Desktop,Firefox,Facebook,P_277,Clothing,4345.38,6766.41,COD,Kolkata
2190,S_1603,U_78,Add_to_Cart,2025-09-10 01:45:00,Desktop,Chrome,Instagram,P_180,Electronics,4479.36,0.0,COD,Delhi
2191,S_1326,U_634,Product_Page,2025-08-01 04:16:00,Mobile,Chrome,Direct,P_279,Sportswear,1729.15,0.0,UPI,Chennai
2192,S_1581,U_582,Purchase,2025-07-26 13:42:00,Mobile,Edge,Instagram,P_120,Electronics,3405.46,0.0,COD,Chennai
2193,S_1784,U_440,Add_to_Cart,2025-07-05 13:47:00,Mobile,Edge,Facebook,P_124,Electronics,1611.5,575.29,Debit Card,Chennai
2194,S_1962,U_352,Add_to_Cart,2025-09-26 22:16:00,Tablet,Chrome,Direct,P_221,Electronics,3884.96,0.0,Debit Card,Hyderabad
2195,S_1928,U_34,Homepage,2025-10-12 16:29:00,Mobile,Firefox,Instagram,P_137,Sportswear,866.47,0.0,Credit Card,Mumbai
2196,S_1735,U_677,Product_Page,2025-07-05 04:08:00,Desktop,Edge,Google,P_179,Sportswear,3884.99,1878.92,UPI,Chennai
2197,S_1421,U_577,Product_Page,2025-07-23 20:00:00,Desktop,Firefox,Google,P_205,Clothing,2366.72,0.0,UPI,Kolkata
2198,S_1661,U_428,Checkout,2025-10-06 10:55:00,Mobile,Safari,Direct,P_226,Sportswear,4321.08,0.0,COD,Kolkata
2199,S_1670,U_134,Product_Page,2025-06-29 04:10:00,Desktop,Edge,Direct,P_196,Sportswear,3772.98,0.0,Debit Card,Delhi
2200,S_1676,U_92,Product_Page,2025-10-17 11:32:00,Desktop,Safari,Direct,P_180,Electronics,2069.64,0.0,Debit Card,Mumbai
2201,S_1591,U_319,Purchase,2025-10-13 09:40:00,Mobile,Edge,Google,P_212,Clothing,4546.63,0.0,Credit Card,Delhi
2202,S_1759,U_487,Homepage,2025-07-10 09:17:00,Mobile,Safari,Instagram,P_284,Beauty,1631.68,0.0,COD,Delhi
2203,S_1990,U_481,Product_Page,2025-06-10 17:34:00,Tablet,Edge,Direct,P_292,Sportswear,4844.85,0.0,Debit Card,Chennai
2204,S_1539,U_285,Homepage,2025-09-10 01:24:00,Mobile,Firefox,Google,P_152,Sportswear,3905.86,0.0,UPI,Delhi
2205,S_1360,U_422,Add_to_Cart,2025-10-03 18:27:00,Desktop,Firefox,Direct,P_163,Beauty,4956.17,0.0,Credit Card,Hyderabad
2206,S_1588,U_340,Purchase,2025-10-01 19:53:00,Tablet,Firefox,Direct,P_113,Electronics,553.35,0.0,UPI,Kolkata
2207,S_1462,U_493,Product_Page,2025-08-02 12:33:00,Desktop,Safari,Direct,P_190,Clothing,1587.97,0.0,Credit Card,Kolkata
2208,S_1761,U_130,Checkout,2025-07-01 11:50:00,Desktop,Firefox,Google,P_202,Electronics,3783.94,0.0,UPI,Kolkata
2209,S_1369,U_392,Product_Page,2025-07-27 21:39:00,Mobile,Safari,Instagram,P_130,Home & Kitchen,4634.57,0.0,COD,Mumbai
2210,S_1399,U_217,Purchase,2025-09-21 16:35:00,Desktop,Edge,Google,P_299,Sportswear,435.22,0.0,Debit Card,Chennai
2211,S_1039,U_626,Checkout,2025-06-24 12:21:00,Mobile,Safari,Google,P_219,Home & Kitchen,300.04,0.0,UPI,Chennai
2212,S_1749,U_86,Checkout,2025-07-20 19:45:00,Desktop,Edge,Direct,P_274,Sportswear,1504.34,5391.36,COD,Delhi
2213,S_1875,U_592,Homepage,2025-09-29 10:01:00,Mobile,Chrome,Email,P_290,Home & Kitchen,4308.06,0.0,UPI,Delhi
2214,S_1971,U_685,Purchase,2025-08-26 16:57:00,Desktop,Chrome,Email,P_285,Beauty,3905.62,0.0,COD,Bangalore
2215,S_1982,U_704,Add_to_Cart,2025-06-25 16:37:00,Mobile,Chrome,Email,P_142,Sportswear,1899.3,0.0,Credit Card,Bangalore
2216,S_1032,U_779,Product_Page,2025-08-02 20:01:00,Mobile,Safari,Google,P_171,Sportswear,309.45,7386.15,COD,Chennai
2217,S_1359,U_736,Checkout,2025-07-27 18:32:00,Desktop,Chrome,Direct,P_272,Home & Kitchen,2907.12,0.0,UPI,Chennai
2218,S_1544,U_686,Product_Page,2025-07-09 18:22:00,Desktop,Chrome,Email,P_282,Clothing,1418.39,0.0,Debit Card,Delhi
2219,S_1399,U_748,Checkout,2025-08-25 13:54:00,Desktop,Chrome,Facebook,P_218,Home & Kitchen,3804.36,7622.55,Credit Card,Hyderabad
2220,S_1449,U_731,Homepage,2025-07-06 00:46:00,Desktop,Edge,Facebook,P_232,Sportswear,2397.84,0.0,Credit Card,Hyderabad
2221,S_1922,U_411,Add_to_Cart,2025-07-13 16:50:00,Mobile,Firefox,Facebook,P_265,Sportswear,3489.43,0.0,COD,Kolkata
2222,S_1605,U_417,Product_Page,2025-08-17 13:02:00,Mobile,Safari,Instagram,P_182,Clothing,4305.85,0.0,UPI,Delhi
2223,S_1481,U_742,Homepage,2025-10-11 03:51:00,Desktop,Chrome,Direct,P_113,Electronics,2818.07,0.0,COD,Bangalore
2224,S_1936,U_201,Homepage,2025-08-24 04:55:00,Desktop,Edge,Google,P_241,Clothing,1878.99,0.0,Credit Card,Bangalore
2225,S_1960,U_603,Homepage,2025-08-27 10:23:00,Desktop,Firefox,Google,P_252,Electronics,3916.85,0.0,Debit Card,Hyderabad
2226,S_1836,U_723,Product_Page,2025-08-25 10:27:00,Mobile,Firefox,Direct,P_266,Sportswear,1546.38,0.0,COD,Chennai
2227,S_1471,U_374,Product_Page,2025-07-25 23:41:00,Desktop,Firefox,Instagram,P_299,Beauty,4490.14,9107.55,UPI,Delhi
2228,S_1717,U_549,Add_to_Cart,2025-09-27 10:58:00,Tablet,Edge,Direct,P_122,Beauty,635.71,5525.74,COD,Kolkata
2229,S_1237,U_730,Product_Page,2025-06-11 21:14:00,Mobile,Chrome,Instagram,P_172,Home & Kitchen,4226.7,0.0,COD,Kolkata
2230,S_1133,U_775,Product_Page,2025-06-03 12:24:00,Desktop,Firefox,Email,P_164,Clothing,730.31,0.0,COD,Chennai
2231,S_1795,U_193,Add_to_Cart,2025-09-05 21:18:00,Mobile,Edge,Email,P_265,Clothing,563.84,0.0,Debit Card,Bangalore
2232,S_1358,U_85,Homepage,2025-08-13 20:17:00,Tablet,Edge,Instagram,P_237,Beauty,2007.31,0.0,UPI,Hyderabad
2233,S_1864,U_513,Purchase,2025-10-13 10:47:00,Mobile,Safari,Direct,P_170,Electronics,4795.78,6242.41,UPI,Chennai
2234,S_1272,U_398,Checkout,2025-08-11 17:25:00,Desktop,Edge,Email,P_271,Clothing,4922.38,0.0,Credit Card,Bangalore
2235,S_1692,U_1,Add_to_Cart,2025-07-28 19:21:00,Desktop,Firefox,Direct,P_267,Electronics,1249.73,3947.66,Credit Card,Bangalore
2236,S_1372,U_550,Add_to_Cart,2025-08-03 08:33:00,Mobile,Firefox,Email,P_298,Electronics,998.6,0.0,COD,Kolkata
2237,S_1944,U_397,Checkout,2025-08-25 08:04:00,Mobile,Edge,Direct,P_293,Electronics,1958.88,6368.91,Credit Card,Bangalore
2238,S_1851,U_733,Homepage,2025-09-23 00:17:00,Mobile,Firefox,Direct,P_109,Electronics,1884.31,0.0,UPI,Chennai
2239,S_1167,U_342,Homepage,2025-08-24 00:54:00,Mobile,Edge,Facebook,P_274,Home & Kitchen,3870.09,2778.51,COD,Mumbai
2240,S_1286,U_651,Homepage,2025-07-09 05:50:00,Mobile,Firefox,Instagram,P_245,Home & Kitchen,2386.8,0.0,Credit Card,Hyderabad
2241,S_1930,U_137,Checkout,2025-06-20 11:41:00,Tablet,Safari,Google,P_181,Beauty,3965.45,0.0,Debit Card,Bangalore
2242,S_1376,U_588,Homepage,2025-10-24 01:35:00,Desktop,Chrome,Instagram,P_259,Home & Kitchen,3818.95,4287.69,Credit Card,Chennai
2243,S_1654,U_186,Add_to_Cart,2025-06-01 02:22:00,Mobile,Safari,Direct,P_143,Clothing,3018.06,2277.46,Debit Card,Kolkata
2244,S_1936,U_382,Purchase,2025-09-24 10:22:00,Mobile,Safari,Direct,P_161,Home & Kitchen,4217.51,6297.05,Credit Card,Delhi
2245,S_1901,U_12,Checkout,2025-10-07 00:05:00,Mobile,Chrome,Instagram,P_161,Clothing,1219.54,0.0,UPI,Kolkata
2246,S_1526,U_356,Product_Page,2025-06-28 05:34:00,Mobile,Firefox,Direct,P_210,Clothing,1060.51,0.0,Credit Card,Hyderabad
2247,S_1653,U_466,Homepage,2025-08-31 23:13:00,Desktop,Chrome,Email,P_286,Electronics,3828.06,0.0,Debit Card,Delhi
2248,S_1574,U_189,Checkout,2025-06-16 08:13:00,Mobile,Edge,Direct,P_267,Beauty,1450.55,5871.45,Debit Card,Delhi
2249,S_1598,U_372,Add_to_Cart,2025-07-27 22:05:00,Mobile,Chrome,Instagram,P_178,Electronics,313.13,0.0,Credit Card,Kolkata
2250,S_1409,U_43,Homepage,2025-07-27 01:48:00,Desktop,Safari,Instagram,P_232,Electronics,4586.21,0.0,COD,Chennai
2251,S_1560,U_130,Homepage,2025-06-27 07:43:00,Mobile,Chrome,Instagram,P_274,Home & Kitchen,3227.8,0.0,Debit Card,Kolkata
2252,S_1764,U_414,Purchase,2025-09-11 21:10:00,Desktop,Firefox,Facebook,P_215,Home & Kitchen,2391.21,0.0,UPI,Mumbai
2253,S_1241,U_318,Add_to_Cart,2025-07-28 03:13:00,Desktop,Safari,Facebook,P_155,Clothing,3710.96,2348.74,Credit Card,Chennai
2254,S_1511,U_778,Checkout,2025-07-16 22:11:00,Desktop,Edge,Facebook,P_271,Home & Kitchen,1866.66,0.0,Debit Card,Chennai
2255,S_1202,U_155,Checkout,2025-07-07 19:18:00,Mobile,Firefox,Facebook,P_107,Home & Kitchen,4782.23,0.0,Credit Card,Hyderabad
2256,S_1577,U_695,Add_to_Cart,2025-07-30 23:04:00,Mobile,Safari,Facebook,P_284,Sportswear,622.52,0.0,Credit Card,Chennai
2257,S_1281,U_276,Product_Page,2025-10-16 10:49:00,Mobile,Edge,Facebook,P_272,Clothing,3312.46,9287.92,COD,Hyderabad
2258,S_1659,U_528,Product_Page,2025-09-21 14:39:00,Mobile,Firefox,Facebook,P_273,Clothing,3953.26,0.0,Credit Card,Bangalore
2259,S_1586,U_204,Product_Page,2025-09-19 18:54:00,Mobile,Edge,Instagram,P_136,Sportswear,2504.89,0.0,Credit Card,Hyderabad
2260,S_1317,U_355,Product_Page,2025-08-10 03:26:00,Desktop,Chrome,Google,P_268,Clothing,3848.35,0.0,Credit Card,Chennai
2261,S_1949,U_215,Checkout,2025-09-04 16:48:00,Desktop,Chrome,Facebook,P_206,Beauty,4656.48,0.0,UPI,Bangalore
2262,S_1126,U_781,Add_to_Cart,2025-06-07 06:27:00,Mobile,Edge,Instagram,P_275,Beauty,3796.77,0.0,Credit Card,Bangalore
2263,S_1164,U_29,Checkout,2025-09-02 08:46:00,Desktop,Chrome,Google,P_120,Sportswear,1754.02,0.0,UPI,Mumbai
2264,S_1054,U_186,Product_Page,2025-10-05 17:36:00,Tablet,Edge,Facebook,P_231,Home & Kitchen,2940.68,6514.81,Credit Card,Kolkata
2265,S_1829,U_69,Add_to_Cart,2025-09-28 02:50:00,Mobile,Firefox,Google,P_108,Beauty,4584.54,0.0,COD,Chennai
2266,S_1287,U_515,Add_to_Cart,2025-07-16 21:47:00,Mobile,Safari,Google,P_166,Sportswear,2410.76,3604.18,COD,Delhi
2267,S_1220,U_413,Add_to_Cart,2025-09-11 17:04:00,Tablet,Edge,Email,P_258,Beauty,3503.98,7417.9,Debit Card,Kolkata
2268,S_1364,U_533,Add_to_Cart,2025-09-28 16:31:00,Desktop,Safari,Direct,P_295,Electronics,2487.92,0.0,Credit Card,Chennai
2269,S_1964,U_560,Homepage,2025-07-23 12:26:00,Desktop,Safari,Email,P_257,Sportswear,870.32,0.0,COD,Delhi
2270,S_1079,U_184,Product_Page,2025-09-11 14:38:00,Mobile,Edge,Google,P_261,Clothing,575.41,0.0,COD,Kolkata
2271,S_1237,U_307,Homepage,2025-08-26 10:10:00,Desktop,Chrome,Instagram,P_204,Beauty,4775.69,5778.89,Credit Card,Mumbai
2272,S_1819,U_753,Product_Page,2025-07-12 17:20:00,Tablet,Firefox,Facebook,P_300,Clothing,3178.95,0.0,Debit Card,Chennai
2273,S_1749,U_760,Product_Page,2025-08-04 08:30:00,Desktop,Safari,Direct,P_199,Sportswear,787.93,8558.25,UPI,Kolkata
2274,S_1146,U_60,Add_to_Cart,2025-10-25 07:21:00,Mobile,Firefox,Facebook,P_109,Beauty,4329.96,0.0,COD,Mumbai
2275,S_1698,U_474,Purchase,2025-07-19 00:54:00,Mobile,Safari,Instagram,P_166,Clothing,2756.66,0.0,COD,Delhi
2276,S_1314,U_82,Add_to_Cart,2025-08-24 00:40:00,Mobile,Edge,Direct,P_292,Home & Kitchen,3928.08,0.0,UPI,Hyderabad
2277,S_1724,U_65,Add_to_Cart,2025-10-09 21:21:00,Desktop,Chrome,Email,P_104,Home & Kitchen,895.75,0.0,COD,Chennai
2278,S_1780,U_795,Product_Page,2025-10-02 02:13:00,Desktop,Firefox,Google,P_173,Electronics,4562.48,0.0,UPI,Bangalore
2279,S_1263,U_625,Add_to_Cart,2025-09-09 11:56:00,Mobile,Safari,Instagram,P_136,Sportswear,3075.52,0.0,UPI,Bangalore
2280,S_1303,U_434,Homepage,2025-09-30 02:02:00,Desktop,Edge,Google,P_244,Clothing,3769.83,736.7,Debit Card,Mumbai
2281,S_1664,U_178,Product_Page,2025-09-24 19:20:00,Mobile,Edge,Google,P_245,Electronics,447.48,0.0,UPI,Hyderabad
2282,S_1904,U_486,Product_Page,2025-06-05 07:39:00,Mobile,Safari,Facebook,P_156,Sportswear,1781.93,0.0,UPI,Bangalore
2283,S_1558,U_189,Product_Page,2025-07-30 22:42:00,Mobile,Safari,Instagram,P_269,Home & Kitchen,1556.99,0.0,UPI,Bangalore
2284,S_1096,U_24,Homepage,2025-06-25 11:12:00,Mobile,Safari,Google,P_296,Clothing,4763.1,0.0,UPI,Chennai
2285,S_1814,U_82,Homepage,2025-09-30 17:20:00,Desktop,Chrome,Email,P_138,Beauty,1171.09,0.0,COD,Bangalore
2286,S_1951,U_417,Product_Page,2025-08-21 06:44:00,Mobile,Safari,Direct,P_157,Home & Kitchen,3623.14,0.0,UPI,Delhi
2287,S_1729,U_474,Purchase,2025-08-29 08:36:00,Mobile,Safari,Instagram,P_237,Beauty,500.94,508.07,COD,Mumbai
2288,S_1047,U_51,Product_Page,2025-09-30 21:13:00,Mobile,Chrome,Facebook,P_121,Beauty,1229.12,0.0,Credit Card,Kolkata
2289,S_1506,U_604,Product_Page,2025-09-03 02:45:00,Tablet,Edge,Instagram,P_175,Clothing,1891.41,0.0,Credit Card,Bangalore
2290,S_1599,U_11,Homepage,2025-07-23 09:13:00,Mobile,Safari,Facebook,P_139,Clothing,4034.18,0.0,UPI,Chennai
2291,S_1238,U_765,Add_to_Cart,2025-08-27 21:27:00,Desktop,Firefox,Direct,P_278,Beauty,4012.89,3140.35,Debit Card,Kolkata
2292,S_1642,U_85,Product_Page,2025-09-29 10:33:00,Desktop,Edge,Email,P_155,Electronics,4777.23,1102.76,Debit Card,Delhi
2293,S_1305,U_318,Homepage,2025-06-01 09:14:00,Tablet,Firefox,Google,P_136,Beauty,4608.81,0.0,COD,Kolkata
2294,S_1865,U_667,Product_Page,2025-10-01 05:09:00,Desktop,Safari,Instagram,P_163,Beauty,683.12,0.0,COD,Bangalore
2295,S_1625,U_75,Homepage,2025-06-14 20:34:00,Mobile,Chrome,Facebook,P_222,Clothing,4200.38,0.0,Credit Card,Mumbai
2296,S_1642,U_71,Homepage,2025-10-06 19:40:00,Mobile,Chrome,Direct,P_197,Sportswear,2420.52,0.0,COD,Mumbai
2297,S_1148,U_345,Homepage,2025-10-10 07:44:00,Desktop,Chrome,Google,P_242,Home & Kitchen,4369.66,0.0,Debit Card,Mumbai
2298,S_1943,U_242,Homepage,2025-08-01 08:30:00,Desktop,Safari,Direct,P_252,Clothing,719.65,0.0,Credit Card,Bangalore
2299,S_1663,U_449,Homepage,2025-09-21 00:39:00,Mobile,Safari,Email,P_146,Electronics,4167.01,8569.12,UPI,Delhi
2300,S_1164,U_522,Product_Page,2025-08-08 14:50:00,Desktop,Firefox,Google,P_171,Home & Kitchen,1050.32,0.0,COD,Hyderabad
2301,S_1154,U_208,Checkout,2025-06-21 05:49:00,Mobile,Chrome,Google,P_273,Clothing,1869.06,0.0,UPI,Kolkata
2302,S_1518,U_660,Add_to_Cart,2025-06-02 09:48:00,Mobile,Safari,Google,P_123,Clothing,435.59,0.0,COD,Mumbai
2303,S_1492,U_540,Product_Page,2025-08-17 14:29:00,Mobile,Edge,Facebook,P_255,Sportswear,881.52,0.0,Debit Card,Delhi
2304,S_1783,U_529,Product_Page,2025-10-27 20:03:00,Mobile,Safari,Google,P_222,Electronics,2394.91,0.0,COD,Chennai
2305,S_1739,U_117,Purchase,2025-07-04 06:00:00,Desktop,Safari,Direct,P_289,Electronics,4146.19,0.0,Debit Card,Chennai
2306,S_1404,U_249,Product_Page,2025-06-21 23:52:00,Mobile,Edge,Facebook,P_214,Clothing,3936.25,0.0,Debit Card,Delhi
2307,S_1754,U_558,Homepage,2025-06-22 16:17:00,Desktop,Chrome,Google,P_118,Sportswear,1405.9,0.0,UPI,Chennai
2308,S_1577,U_609,Add_to_Cart,2025-06-10 09:08:00,Desktop,Edge,Direct,P_146,Clothing,1012.95,0.0,COD,Chennai
2309,S_1023,U_765,Homepage,2025-06-02 08:49:00,Mobile,Chrome,Direct,P_151,Beauty,2129.54,4991.42,UPI,Mumbai
2310,S_1538,U_603,Product_Page,2025-09-05 21:43:00,Mobile,Edge,Instagram,P_189,Beauty,4451.36,9006.55,Debit Card,Bangalore
2311,S_1271,U_550,Product_Page,2025-09-06 17:07:00,Desktop,Firefox,Direct,P_149,Sportswear,729.7,0.0,Debit Card,Bangalore
2312,S_1448,U_617,Checkout,2025-10-15 11:17:00,Mobile,Chrome,Email,P_229,Clothing,2851.7,0.0,Debit Card,Bangalore
2313,S_1941,U_732,Product_Page,2025-08-08 15:55:00,Mobile,Safari,Google,P_114,Sportswear,717.4,6603.96,Debit Card,Bangalore
2314,S_1134,U_313,Add_to_Cart,2025-10-20 21:08:00,Desktop,Firefox,Google,P_279,Clothing,2510.0,3507.53,Credit Card,Delhi
2315,S_1861,U_124,Purchase,2025-07-12 17:05:00,Desktop,Chrome,Google,P_173,Clothing,895.92,0.0,Debit Card,Mumbai
2316,S_1934,U_11,Homepage,2025-07-14 12:50:00,Tablet,Chrome,Direct,P_241,Beauty,677.58,0.0,COD,Delhi
2317,S_1207,U_593,Product_Page,2025-06-15 14:35:00,Mobile,Chrome,Direct,P_254,Home & Kitchen,1196.99,0.0,Debit Card,Kolkata
2318,S_1556,U_275,Product_Page,2025-06-19 21:34:00,Mobile,Edge,Google,P_167,Electronics,1499.7,4947.13,Credit Card,Kolkata
2319,S_1616,U_29,Product_Page,2025-09-30 20:26:00,Mobile,Chrome,Facebook,P_163,Electronics,1598.45,7767.74,COD,Chennai
2320,S_1646,U_186,Product_Page,2025-10-24 16:11:00,Desktop,Safari,Facebook,P_236,Sportswear,3332.76,0.0,Credit Card,Mumbai
2321,S_1712,U_312,Purchase,2025-09-19 09:57:00,Mobile,Chrome,Email,P_172,Electronics,558.41,0.0,Credit Card,Hyderabad
2322,S_1560,U_428,Add_to_Cart,2025-08-30 00:55:00,Mobile,Safari,Instagram,P_234,Beauty,679.8,0.0,COD,Bangalore
2323,S_1218,U_198,Add_to_Cart,2025-07-30 12:53:00,Mobile,Safari,Email,P_222,Home & Kitchen,1186.92,0.0,Credit Card,Kolkata
2324,S_1947,U_465,Product_Page,2025-09-03 19:49:00,Desktop,Safari,Google,P_122,Clothing,4398.7,0.0,Debit Card,Kolkata
2325,S_1342,U_611,Checkout,2025-09-03 16:44:00,Desktop,Firefox,Google,P_101,Clothing,3254.44,0.0,UPI,Chennai
2326,S_1082,U_671,Purchase,2025-06-27 06:07:00,Desktop,Safari,Google,P_289,Beauty,3732.74,3466.52,UPI,Bangalore
2327,S_1598,U_536,Checkout,2025-10-27 03:30:00,Tablet,Edge,Instagram,P_203,Electronics,2040.7,0.0,UPI,Bangalore
2328,S_1082,U_277,Homepage,2025-10-28 19:47:00,Mobile,Chrome,Direct,P_205,Clothing,1302.14,7741.69,COD,Bangalore
2329,S_1657,U_596,Add_to_Cart,2025-10-08 08:22:00,Mobile,Edge,Instagram,P_107,Electronics,478.42,0.0,COD,Kolkata
2330,S_1998,U_10,Homepage,2025-08-09 02:36:00,Desktop,Firefox,Email,P_172,Beauty,2596.12,4475.75,COD,Hyderabad
2331,S_1085,U_396,Product_Page,2025-10-25 10:16:00,Desktop,Chrome,Direct,P_137,Clothing,2999.12,1949.47,UPI,Chennai
2332,S_1200,U_4,Homepage,2025-09-10 21:26:00,Mobile,Safari,Direct,P_127,Sportswear,4515.91,0.0,UPI,Bangalore
2333,S_1657,U_486,Add_to_Cart,2025-09-23 23:17:00,Mobile,Chrome,Email,P_297,Home & Kitchen,4445.84,0.0,COD,Bangalore
2334,S_1948,U_45,Add_to_Cart,2025-09-11 15:22:00,Mobile,Firefox,Direct,P_260,Electronics,2296.02,0.0,UPI,Mumbai
2335,S_1210,U_29,Homepage,2025-08-29 08:54:00,Desktop,Firefox,Facebook,P_235,Electronics,2290.82,0.0,Credit Card,Bangalore
2336,S_1633,U_395,Product_Page,2025-09-06 18:47:00,Mobile,Edge,Email,P_268,Electronics,1057.28,0.0,Credit Card,Mumbai
2337,S_1731,U_629,Product_Page,2025-07-06 08:37:00,Desktop,Chrome,Email,P_111,Electronics,1510.01,2336.56,UPI,Chennai
2338,S_1237,U_309,Product_Page,2025-10-16 01:02:00,Desktop,Chrome,Facebook,P_275,Beauty,4650.62,0.0,COD,Chennai
